"Season","Team","G","PA","HR","R","RBI","SB","CS","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","wRAA","wRC","RE24","REW","WAR","-WPA","+WPA","BsR","Off","Def","Z-Contact%","Contact%","O-Swing%"
"2020","CIN","889","2123","90","243","237","29","9","11.3%","25.2%",".191",".245",".212",".312",".403",".312","91","-14.1","252","-32.92","-3.20","5.0","-36.46","33.63","-6.0","-31.4","-11.7","84.0%","74.2%","28.4%"
"2013","PIT","2369","6135","161","634","603","94","42","7.6%","21.7%",".151",".294",".245",".313",".396",".312","99","-14.5","658","4.72","0.94","22.8","-108.36","108.45","1.8","-3.4","30.8","86.2%","77.4%","31.0%"
"2017","TOR","2455","6154","222","693","661","53","24","8.8%","21.6%",".172",".276",".240",".312",".412",".312","93","-49.5","701","-84.88","-8.28","10.7","-115.77","107.70","-15.8","-72.6","-30.2","86.2%","78.1%","29.5%"
"2014","OAK","2358","6245","146","729","686","83","20","9.4%","17.7%",".137",".278",".244",".320",".381",".312","102","6.5","677","87.58","9.85","21.2","-105.59","109.48","11.0","27.2","-30.4","89.2%","82.2%","26.5%"
"2013","WSN","2241","6047","161","656","621","88","28","7.7%","19.7%",".146",".292",".251",".313",".398",".311","94","-17.2","645","9.76","1.16","17.6","-100.16","101.05","3.1","-34.7","16.3","87.5%","80.1%","30.0%"
"2010","CLE","2255","6165","128","646","601","91","33","8.8%","19.2%",".130",".293",".248",".322",".378",".311","94","-47.0","661","-49.07","-5.12","11.0","-109.18","103.20","1.3","-40.7","-70.3","87.7%","80.3%","28.3%"
"2008","SDP","2343","6244","154","637","615","36","17","8.3%","20.2%",".140",".294",".250",".317",".390",".311","92","-90.4","661","-70.25","-7.33","13.8","-119.28","107.66","-4.2","-63.7","2.6","86.8%","78.4%","26.2%"
"2012","PHI","2294","6172","158","684","659","116","23","7.4%","17.7%",".144",".290",".255",".317",".400",".311","93","-21.4","683","-0.81","-0.10","21.5","-110.50","110.99","10.7","-40.8","58.9","89.4%","81.3%","31.1%"
"2020","HOU","860","2229","69","279","268","22","11","8.6%","19.7%",".168",".273",".240",".312",".408",".311","100","-15.9","264","13.03","1.04","5.7","-42.01","41.23","-0.6","-0.3","-19.9","87.8%","79.9%","30.8%"
"2012","TBR","2406","6105","175","697","665","134","44","9.4%","21.7%",".155",".284",".240",".317",".394",".311","100","-18.6","678","15.24","1.95","23.7","-110.12","107.24","-0.7","-1.0","20.8","84.4%","77.2%","28.3%"
"2011","FLA","2348","6232","149","625","596","95","41","8.7%","20.0%",".142",".291",".247",".318",".388",".311","92","-28.7","671","-62.94","-6.90","13.7","-118.12","111.62","2.1","-56.1","-3.7","87.5%","79.4%","30.5%"
"2016","CIN","2287","6094","164","716","678","139","51","7.4%","21.1%",".152",".303",".256",".316",".408",".311","89","-40.1","678","-13.57","-1.76","12.1","-104.63","103.09","-4.3","-89.9","18.6","86.6%","79.1%","29.9%"
"2013","MIL","2335","6064","157","640","610","142","50","6.7%","19.5%",".145",".294",".252",".311",".398",".311","91","-17.8","647","-30.41","-3.28","22.6","-106.31","105.48","-6.9","-66.0","94.0","87.9%","80.0%","32.9%"
"2012","TOR","2289","6094","198","716","677","123","41","7.8%","20.5%",".161",".281",".245",".309",".407",".311","92","-19.4","676","-19.01","-2.14","14.3","-108.39","103.11","2.5","-55.8","-14.0","86.4%","78.4%","30.4%"
"2012","KCR","2249","6149","131","676","643","132","38","6.6%","16.8%",".135",".302",".265",".317",".400",".311","94","-19.2","683","-45.26","-4.71","12.7","-116.23","108.25","-7.4","-50.8","-35.7","88.7%","82.3%","32.9%"
"2012","OAK","2247","6183","195","713","676","122","32","8.9%","22.4%",".166",".281",".238",".310",".404",".311","97","-20.0","686","15.45","1.42","19.4","-103.36","104.87","19.4","0.3","-24.4","85.4%","77.8%","28.0%"
"2015","STL","2406","6139","137","647","619","69","38","8.2%","20.6%",".142",".303",".253",".321",".394",".311","97","-14.7","676","-15.04","-1.33","23.6","-112.19","111.74","0.9","-21.2","53.8","86.8%","78.5%","30.6%"
"2021","LAA","2011","5214","171","635","604","68","23","7.3%","23.6%",".167",".298",".247",".309",".414",".311","97","-12.3","617","11.48","1.06","13.3","-83.89","83.95","4.0","-12.4","-32.3","85.1%","76.9%","33.6%"
"2016","NYY","2308","6058","183","680","647","72","22","7.8%","19.6%",".153",".289",".252",".314",".405",".311","92","-37.5","676","-47.95","-4.80","15.5","-103.85","101.49","10.6","-49.7","-7.3","88.6%","79.8%","30.5%"
"2002","BAL","2217","6096","165","667","636","110","48","7.4%","16.3%",".157",".271",".246",".309",".403",".311","90","-77.6","654","-99.13","-9.96","13.5","-115.52","105.34","-1.2","-77.5","5.0","87.1%","80.8%","18.9%"
"2008","SEA","2296","6176","124","671","631","90","32","6.8%","14.4%",".124",".294",".265",".318",".389",".310","90","-90.2","653","-56.59","-5.49","7.6","-113.83","107.17","-8.9","-86.1","-52.4","89.8%","83.7%","27.8%"
"2017","PHI","2308","6133","174","690","654","59","25","8.1%","23.1%",".159",".304",".250",".315",".409",".310","87","-57.2","690","-56.59","-5.34","10.5","-116.34","107.25","-9.5","-109.5","13.1","85.2%","76.6%","30.9%"
"2008","WSN","2397","6192","117","641","608","81","43","8.6%","17.7%",".122",".292",".251",".323",".373",".310","84","-97.2","648","-109.01","-10.87","8.5","-117.95","105.71","-16.8","-145.4","32.7","87.3%","79.5%","24.7%"
"2010","LAA","2236","6089","155","681","656","104","52","7.7%","17.6%",".142",".281",".248",".311",".390",".310","94","-54.7","645","-15.73","-1.23","14.1","-104.17","98.78","-8.8","-54.2","-24.1","88.5%","81.4%","27.4%"
"2010","BAL","2240","6109","133","613","577","76","34","6.9%","17.3%",".127",".296",".259",".316",".386",".310","87","-53.7","648","-125.13","-12.74","9.6","-115.36","105.60","-21.0","-111.8","-11.0","89.4%","81.5%","31.3%"
"2009","PIT","2195","6058","125","636","612","90","32","8.2%","18.9%",".135",".296",".252",".318",".387",".310","86","-97.4","629","-78.25","-7.62","10.5","-107.22","98.56","-6.2","-113.0","27.8","87.5%","80.0%","27.0%"
"2012","CLE","2339","6195","136","667","635","110","44","9.0%","17.5%",".131",".288",".251",".324",".381",".310","97","-25.4","682","-27.79","-2.98","8.2","-106.21","103.66","-13.6","-37.7","-93.2","88.4%","81.9%","26.7%"
"2012","ATL","2264","6126","149","700","660","101","32","9.3%","21.0%",".142",".296",".247",".320",".389",".310","92","-31.1","668","23.36","2.34","27.3","-98.38","101.97","7.2","-48.9","123.8","85.5%","78.0%","28.6%"
"2007","SFG","2371","6213","131","683","641","119","33","8.6%","14.6%",".133",".281",".254",".322",".387",".310","81","-112.8","656","-96.77","-9.65","10.5","-121.40","109.78","-4.7","-158.1","60.6","90.1%","83.5%","22.9%"
"2019","TOR","2354","6091","247","726","697","51","20","8.4%","24.9%",".192",".280",".236",".305",".428",".310","92","-54.3","712","-79.96","-7.56","11.4","-110.45","98.94","-7.0","-71.4","-25.7","84.5%","74.8%","31.8%"
"2009","SDP","2348","6179","141","638","605","82","29","9.5%","19.1%",".138",".284",".242",".321",".381",".309","93","-101.8","639","-37.14","-4.03","15.5","-105.59","106.30","-10.4","-67.1","28.9","87.9%","79.6%","24.2%"
"2016","MIA","2460","6133","128","655","626","71","28","7.3%","19.8%",".131",".314",".263",".322",".394",".309","95","-48.1","675","-41.91","-4.40","21.3","-109.06","106.76","2.4","-40.1","57.4","88.1%","79.4%","30.9%"
"2008","SFG","2382","6145","94","640","606","108","46","7.4%","17.0%",".120",".305",".262",".321",".382",".309","83","-101.2","638","-110.60","-11.07","10.3","-115.86","107.07","-15.4","-149.4","55.9","87.7%","80.8%","27.4%"
"2005","WSN","2352","6142","117","639","615","45","45","8.0%","17.7%",".134",".293",".252",".322",".386",".309","88","-90.1","646","-71.96","-7.46","16.6","-114.18","106.07","-16.4","-112.9","78.8","87.9%","79.8%","19.9%"
"2010","LAD","2310","6140","120","667","621","92","50","8.7%","19.3%",".127",".299",".252",".322",".379",".309","92","-65.3","640","-7.05","-0.97","13.3","-106.34","101.42","1.3","-60.6","3.4","88.6%","81.6%","27.8%"
"2015","NYM","2325","6145","177","683","654","51","25","7.9%","21.0%",".156",".287",".244",".312",".400",".309","98","-22.0","669","35.29","3.63","24.6","-105.77","107.41","6.2","-6.8","48.7","87.6%","79.6%","29.3%"
"2019","CHW","2311","6042","182","708","676","63","28","6.3%","25.6%",".153",".329",".261",".314",".414",".309","92","-57.4","703","-66.49","-6.37","10.4","-104.01","99.78","5.3","-53.9","-52.2","84.4%","74.3%","34.8%"
"2001","TBD","1750","6104","121","672","645","115","52","7.5%","18.3%",".130",".303",".258",".320",".388",".309","86","-93.2","664","-99.57","-9.65","6.4","-108.19","99.87","0.1","-105.1","-41.0","","",""
"2004","MIL","2255","6195","135","634","601","138","40","8.7%","21.2%",".139",".300",".248",".321",".387",".309","82","-115.2","653","-124.10","-12.40","9.8","-114.73","101.11","1.8","-144.7","36.7","81.6%","76.5%","21.9%"
"2002","SDP","2372","6178","136","662","627","71","44","8.9%","17.2%",".129",".288",".253",".321",".381",".309","91","-88.6","653","-26.92","-2.19","13.1","-108.53","105.49","-12.4","-81.8","12.0","84.6%","78.1%","18.4%"
"2001","NYM","2263","6156","147","642","608","66","48","8.9%","17.3%",".137",".283",".249",".323",".387",".309","87","-98.2","666","-50.33","-4.81","12.2","-111.23","111.22","-7.9","-115.3","37.9","","",""
"2005","SEA","2258","6095","130","699","657","102","47","7.6%","16.2%",".136",".289",".256",".317",".391",".309","90","-86.8","644","-24.90","-2.22","13.7","-112.01","106.70","7.1","-66.3","-3.2","88.1%","80.8%","23.4%"
"2001","MON","2165","6026","131","670","622","101","51","7.9%","17.8%",".143",".291",".253",".319",".396",".309","79","-96.1","652","-89.16","-9.06","1.0","-106.85","97.90","-2.2","-172.0","-14.2","","",""
"2002","TBD","2007","6198","133","673","640","102","45","7.4%","18.0%",".137",".293",".253",".314",".390",".309","87","-89.1","655","-107.24","-10.65","11.5","-120.94","111.19","6.6","-95.0","-0.9","85.1%","78.2%","20.8%"
"2013","SFG","2396","6168","107","629","596","67","26","7.6%","17.5%",".121",".304",".260",".320",".381",".309","100","-31.4","644","22.00","3.30","26.9","-107.78","112.93","-4.1","-1.7","66.3","88.9%","81.6%","31.8%"
"2020","CHC","908","2214","74","265","248","24","10","10.3%","25.7%",".167",".270",".220",".318",".387",".309","92","-20.7","257","-10.15","-1.05","8.6","-36.94","34.64","4.7","-18.4","7.4","83.6%","72.8%","30.2%"
"2021","DET","2052","5238","163","623","602","71","23","8.2%","25.6%",".162",".302",".243",".308",".405",".308","93","-24.0","609","-34.20","-3.47","8.1","-96.32","89.44","0.2","-43.5","-53.6","83.4%","74.2%","32.9%"
"2002","PIT","2343","6049","142","641","610","86","49","8.9%","18.3%",".137",".281",".244",".319",".381",".308","84","-89.7","637","-68.46","-6.62","12.7","-106.54","99.60","7.9","-113.0","43.3","83.9%","78.0%","16.4%"
"2014","SFG","2353","6087","132","665","636","56","27","7.0%","20.5%",".133",".304",".255",".311",".388",".308","99","-11.9","642","49.23","5.91","25.4","-101.40","108.05","0.5","-5.1","52.8","85.9%","78.4%","33.7%"
"2020","KCR","940","2200","68","248","237","49","20","7.8%","24.0%",".158",".297",".244",".309",".402",".308","91","-22.4","254","-39.05","-3.74","7.0","-40.10","33.71","3.1","-20.3","-6.6","83.6%","74.2%","31.9%"
"2015","OAK","2349","6171","146","694","661","78","29","7.7%","18.1%",".144",".288",".251",".312",".395",".308","95","-26.1","668","13.08","1.50","11.3","-113.66","109.59","-1.0","-34.1","-60.7","89.2%","81.9%","29.2%"
"2019","BAL","2386","6189","213","729","698","84","30","7.5%","23.2%",".168",".293",".246",".310",".415",".308","90","-65.4","714","-99.61","-9.40","7.6","-111.08","98.12","2.0","-76.3","-63.8","84.3%","75.9%","33.1%"
"2014","STL","2324","6086","105","619","585","57","32","7.7%","18.6%",".116",".300",".253",".320",".369",".308","95","-15.1","639","-7.85","-1.10","18.1","-102.21","102.45","-15.5","-49.0","29.9","89.6%","82.0%","30.4%"
"2014","HOU","2229","6055","163","629","596","122","37","8.2%","23.8%",".141",".298",".242",".309",".383",".308","98","-11.0","640","-16.93","-2.00","13.7","-103.17","99.77","3.6","-8.1","-57.9","83.3%","75.7%","29.3%"
"2021","CLE","1989","5111","179","613","589","96","13","8.0%","23.2%",".172",".279",".237",".305",".408",".308","92","-26.6","591","-28.48","-2.86","12.5","-93.07","87.68","4.1","-48.2","-0.9","84.0%","75.6%","32.1%"
"2020","MIA","904","2167","60","263","247","51","14","8.8%","24.8%",".141",".306",".244",".319",".384",".308","96","-22.3","250","6.88","0.66","3.7","-36.21","35.72","4.0","-8.3","-10.7","83.3%","74.0%","32.8%"
"2020","COL","888","2257","63","275","264","42","9","7.1%","24.1%",".148",".316",".257",".311",".405",".307","76","-23.5","260","-46.27","-4.07","2.6","-42.21","37.01","10.8","-58.4","6.1","84.9%","75.9%","33.0%"
"2018","PHI","2474","6136","186","677","653","69","26","9.5%","24.8%",".158",".289",".234",".314",".393",".307","91","-40.4","677","-15.87","-1.40","12.5","-102.09","98.03","2.9","-68.5","-3.1","84.3%","74.7%","29.9%"
"2021","NYM","2105","5119","155","559","530","46","23","8.5%","23.7%",".151",".291",".238",".315",".389",".307","96","-29.6","589","-2.55","-0.33","15.8","-101.68","97.38","-12.6","-40.0","31.0","84.2%","75.3%","33.3%"
"2016","KCR","2244","6052","147","675","640","121","35","6.3%","20.2%",".139",".309",".261",".312",".400",".307","89","-55.8","657","-58.12","-6.14","11.8","-110.02","105.40","-4.3","-83.9","-9.8","87.6%","78.2%","33.4%"
"2014","MIA","2311","6185","122","645","614","58","21","8.1%","22.9%",".125",".316",".253",".317",".378",".307","95","-17.7","647","10.32","1.28","16.6","-114.71","114.08","-5.6","-42.4","7.0","86.2%","77.6%","30.4%"
"2015","CIN","2337","6196","167","640","613","134","38","8.0%","20.3%",".146",".290",".248",".312",".394",".307","91","-33.2","664","-54.11","-5.86","16.5","-114.31","101.95","10.9","-52.1","16.1","87.0%","79.0%","31.0%"
"2013","SEA","2237","6172","188","624","597","49","23","8.6%","21.9%",".152",".279",".237",".306",".390",".307","95","-34.5","642","-51.76","-5.59","10.0","-108.40","103.03","-6.9","-41.1","-66.7","86.1%","77.4%","29.6%"
"2017","LAA","2392","6073","186","710","678","136","44","8.6%","19.7%",".155",".277",".243",".315",".397",".307","92","-71.2","669","-14.02","-1.32","18.8","-111.76","112.45","1.4","-61.3","42.6","86.6%","78.3%","28.8%"
"2013","MIN","2332","6212","151","614","590","52","33","8.6%","23.0%",".138",".298",".242",".312",".380",".307","91","-35.4","645","-91.56","-9.71","10.8","-116.69","109.80","1.2","-66.1","-35.4","85.3%","77.7%","28.9%"
"2010","NYM","2348","6144","128","656","625","130","44","8.2%","17.8%",".134",".287",".249",".314",".383",".307","89","-73.7","632","-32.18","-3.31","15.1","-110.73","103.12","10.6","-70.9","30.6","88.5%","81.4%","30.3%"
"2020","MIL","906","2188","75","247","238","15","11","10.1%","26.6%",".166",".278",".223",".313",".389",".307","89","-23.9","251","-34.10","-3.32","4.4","-40.82","36.51","-17.6","-47.4","-5.7","82.8%","71.9%","29.4%"
"2011","LAD","2304","6094","117","644","613","126","40","8.2%","17.8%",".118",".299",".257",".322",".375",".307","95","-46.7","638","9.15","0.81","19.6","-104.38","102.73","10.2","-24.6","24.3","88.5%","81.9%","30.6%"
"2021","BAL","2035","5190","170","581","557","51","20","7.6%","23.8%",".165",".288",".240",".304",".404",".307","94","-30.7","596","-55.48","-5.54","9.7","-89.88","80.68","-3.2","-42.2","-37.8","84.1%","75.4%","33.8%"
"2012","SDP","2384","6112","121","651","610","155","46","8.8%","20.3%",".133",".297",".247",".319",".380",".307","97","-46.2","651","13.54","1.82","21.6","-108.41","110.13","13.8","-8.4","29.1","86.4%","78.3%","28.7%"
"2021","CHC","2159","5202","187","607","577","64","33","8.2%","26.9%",".171",".288",".231",".305",".402",".306","91","-34.7","594","-6.90","-0.72","12.9","-91.24","86.86","-6.1","-66.5","25.8","83.4%","73.3%","31.8%"
"2020","STL","827","2011","51","240","231","18","10","10.2%","23.7%",".137",".290",".234",".323",".371",".306","93","-22.7","230","-5.33","-0.50","7.6","-35.86","34.70","-0.7","-19.1","7.3","83.8%","75.4%","28.5%"
"2012","NYM","2420","6091","139","650","625","79","38","8.3%","20.5%",".137",".298",".249",".316",".386",".306","94","-47.8","647","-3.94","-0.37","15.9","-103.33","103.78","-3.2","-48.8","16.1","88.2%","80.5%","28.3%"
"2001","BAL","1839","6151","136","687","663","133","53","8.4%","16.1%",".131",".278",".248",".319",".380",".306","88","-109.4","654","-53.54","-5.52","9.3","-108.77","102.12","3.3","-91.5","-26.6","","",""
"2004","MON","2289","6138","151","635","605","109","38","8.1%","15.1%",".143",".273",".249",".313",".392",".306","77","-130.8","630","-147.24","-14.35","5.7","-114.17","99.42","-0.7","-184.6","36.0","85.8%","82.1%","23.1%"
"2008","OAK","2282","6138","125","646","610","88","21","9.4%","20.0%",".127",".289",".242",".318",".369",".306","86","-113.4","626","-81.98","-8.18","14.7","-114.95","105.50","12.4","-92.7","27.1","85.1%","78.8%","22.5%"
"2021","STL","2052","5189","158","576","555","73","21","8.1%","22.3%",".158",".283",".239",".310",".396",".306","93","-38.5","588","-16.38","-1.56","17.4","-82.16","79.60","7.5","-40.8","45.6","84.5%","77.0%","31.5%"
"2018","ARI","2409","6157","176","693","658","79","25","9.1%","23.7%",".162",".286",".235",".310",".397",".306","88","-47.7","672","-23.87","-2.39","19.8","-109.41","107.61","7.1","-81.0","79.2","84.9%","76.6%","29.8%"
"2001","PIT","2199","6027","161","657","618","93","73","7.7%","18.4%",".146",".281",".247",".313",".393",".306","80","-113.1","635","-101.86","-10.08","6.7","-108.11","100.93","-13.3","-167.4","38.4","","",""
"2020","ARI","862","2238","58","269","255","23","7","8.1%","20.6%",".150",".282",".241",".312",".391",".306","88","-26.7","254","-11.69","-1.62","4.9","-38.72","36.32","5.5","-29.5","1.1","84.7%","76.1%","32.0%"
"2014","KCR","2273","6058","95","651","604","153","36","6.3%","16.3%",".113",".302",".263",".314",".376",".306","92","-20.5","630","-35.38","-3.58","18.8","-107.46","104.56","4.8","-47.8","28.1","89.8%","82.7%","32.6%"
"2011","ATL","2322","6169","173","641","606","77","44","8.2%","20.4%",".144",".284",".243",".308",".387",".306","91","-55.4","638","-24.56","-2.39","18.5","-114.10","111.50","-4.8","-70.5","57.9","87.3%","79.2%","30.4%"
"2014","NYY","2288","6082","147","633","591","112","26","7.4%","18.6%",".135",".282",".245",".307",".380",".305","94","-22.5","631","-40.59","-4.49","18.1","-107.29","104.28","3.2","-38.5","11.7","90.2%","83.2%","29.1%"
"2014","TEX","2264","6026","111","637","597","105","59","6.9%","19.3%",".119",".305",".256",".314",".375",".305","90","-22.1","625","-46.37","-4.31","11.6","-102.20","94.23","-1.8","-66.8","-17.0","88.3%","80.8%","30.4%"
"2015","MIN","2311","6017","156","696","661","70","38","7.3%","21.0%",".152",".292",".247",".305",".399",".305","89","-39.7","637","-14.69","-1.58","12.1","-103.70","101.42","-5.5","-80.4","-2.1","86.7%","78.8%","31.4%"
"2009","SFG","2304","6057","122","657","612","78","28","6.5%","19.1%",".132",".302",".257",".309",".389",".305","83","-123.1","603","-52.79","-5.37","16.6","-104.46","99.09","10.0","-118.1","94.0","86.5%","78.5%","30.6%"
"2004","ARI","2295","6114","135","615","582","53","32","7.2%","16.7%",".140",".286",".253",".310",".393",".305","74","-132.3","626","-189.46","-18.14","-0.4","-120.03","101.26","-7.7","-212.2","2.3","86.6%","80.6%","23.3%"
"2015","LAA","2459","5990","176","661","621","52","34","7.3%","19.2%",".150",".280",".246",".307",".396",".305","95","-40.1","633","-3.99","-0.63","17.1","-100.50","100.88","0.5","-37.0","2.3","88.6%","80.3%","30.5%"
"2013","KCR","2236","6093","112","648","620","153","32","6.9%","17.2%",".119",".300",".260",".315",".379",".305","89","-43.5","624","-48.23","-4.86","19.4","-114.43","110.49","18.2","-57.4","39.6","89.1%","82.2%","31.8%"
"2014","TBR","2352","6205","117","612","586","63","27","8.5%","18.1%",".120",".287",".247",".317",".367",".305","97","-24.7","642","-47.42","-5.04","20.3","-108.46","100.86","1.0","-19.9","9.5","88.2%","81.2%","27.0%"
"2018","NYM","2333","6177","170","676","649","71","39","9.2%","22.7%",".154",".283",".234",".312",".389",".305","94","-52.3","670","7.65","0.37","14.7","-111.12","105.61","2.6","-43.1","-8.3","84.7%","76.7%","30.4%"
"2019","SDP","2413","6019","219","682","652","70","37","8.4%","26.3%",".172",".293",".238",".308",".410",".305","88","-84.6","673","-60.89","-6.57","13.5","-111.15","101.17","-11.1","-108.7","52.5","83.8%","74.2%","31.3%"
"2014","BOS","2283","6226","123","634","601","63","25","8.6%","21.5%",".124",".297",".244",".316",".369",".305","89","-25.1","644","-72.75","-7.75","17.3","-119.07","108.88","-8.1","-82.9","44.8","87.6%","80.3%","28.6%"
"2011","WSN","2341","6090","154","624","594","106","38","7.7%","21.7%",".140",".292",".242",".309",".383",".305","89","-59.8","624","-45.02","-4.82","16.6","-116.88","111.25","3.7","-73.4","45.6","86.7%","79.1%","31.3%"
"2013","CHC","2294","6079","172","602","576","63","32","7.2%","20.2%",".154",".275",".238",".300",".392",".304","90","-48.7","617","-53.96","-5.97","14.1","-109.24","101.94","-11.9","-78.3","27.3","87.9%","79.2%","31.1%"
"2017","PIT","2371","6136","151","668","635","67","36","8.5%","19.8%",".142",".286",".244",".318",".386",".304","85","-90.7","657","-72.95","-7.20","10.0","-108.88","103.66","-2.2","-120.0","19.3","86.3%","79.6%","28.4%"
"2016","ATL","2390","6192","122","649","615","75","34","8.1%","20.0%",".130",".305",".255",".321",".384",".304","86","-75.4","654","-77.15","-7.76","9.8","-119.31","108.61","-6.1","-110.8","13.7","86.6%","79.1%","32.7%"
"2010","SDP","2352","6148","132","665","630","124","50","8.8%","19.2%",".125",".290",".246",".317",".371",".304","92","-84.4","622","8.01","1.44","23.6","-108.67","105.15","9.3","-50.2","91.9","87.6%","79.8%","28.2%"
"2018","CHW","2348","6071","182","656","639","98","41","7.0%","26.3%",".160",".304",".241",".302",".401",".304","92","-53.3","656","-81.08","-8.20","8.2","-107.37","98.28","-7.2","-67.5","-52.9","83.8%","73.7%","34.0%"
"2015","MIL","2377","6024","145","655","624","84","29","6.8%","21.6%",".142",".303",".251",".307",".393",".304","87","-51.0","626","-39.18","-4.15","12.6","-103.00","94.26","1.5","-87.9","20.7","86.7%","78.4%","34.0%"
"2012","PIT","2360","6014","170","651","620","73","52","7.4%","22.5%",".152",".291",".243",".304",".395",".304","91","-59.1","627","-17.00","-1.92","10.2","-104.62","102.38","-0.3","-67.8","-17.0","86.8%","78.4%","32.3%"
"2020","CLE","869","2247","59","248","234","25","10","10.6%","23.0%",".144",".277",".228",".317",".372",".303","87","-31.8","250","-45.50","-4.33","6.9","-42.45","37.26","-1.2","-36.0","6.1","84.7%","76.4%","28.3%"
"2020","DET","882","2076","62","249","242","19","6","7.1%","27.3%",".152",".314",".245",".303",".397",".303","89","-28.9","232","-23.64","-2.28","5.2","-38.00","35.59","-2.3","-31.3","-8.0","83.7%","72.0%","34.4%"
"2013","PHI","2310","6014","140","610","578","73","29","6.9%","20.0%",".135",".293",".248",".306",".384",".303","89","-55.1","604","-37.56","-3.73","8.9","-105.16","102.03","-7.4","-81.9","-15.8","87.6%","79.3%","30.4%"
"2018","KCR","2184","6063","155","638","606","117","38","7.0%","21.6%",".146",".293",".245",".305",".392",".303","87","-59.6","649","-115.93","-11.75","11.6","-115.79","100.39","-7.4","-98.8","11.6","86.5%","76.4%","33.2%"
"2014","CHC","2358","6102","157","614","590","65","40","7.2%","24.2%",".146",".296",".239",".300",".385",".303","91","-37.7","618","-37.84","-4.17","15.4","-107.75","101.14","4.0","-59.5","15.2","85.8%","76.0%","31.4%"
"2013","SDP","2359","6122","146","618","578","118","34","7.6%","21.4%",".133",".294",".245",".308",".378",".302","94","-58.6","612","-10.44","-0.78","18.6","-107.19","106.22","8.8","-35.4","24.4","86.4%","77.5%","31.1%"
"2016","OAK","2343","6022","169","653","634","50","23","7.3%","19.0%",".149",".280",".246",".304",".395",".302","89","-81.7","628","-54.21","-5.65","3.0","-103.96","99.04","-22.2","-100.5","-77.5","87.0%","79.4%","29.6%"
"2019","KCR","2269","6080","162","691","655","117","39","7.5%","23.1%",".154",".301",".247",".309",".401",".302","84","-95.7","670","-124.67","-11.54","9.1","-113.40","99.86","-1.7","-126.1","5.4","86.2%","76.0%","31.5%"
"2003","NYM","2361","6007","124","642","607","70","31","8.1%","17.2%",".128",".282",".247",".314",".374",".302","80","-136.4","600","-74.97","-7.82","5.1","-105.60","96.31","-4.4","-155.5","10.6","86.9%","78.9%","20.7%"
"2012","LAD","2356","6091","116","637","607","104","44","7.9%","19.0%",".122",".298",".252",".317",".374",".302","90","-70.9","624","-22.44","-1.80","13.8","-112.53","110.76","-8.6","-81.9","28.9","88.6%","81.3%","30.5%"
"2015","MIA","2297","5988","120","613","575","112","45","6.3%","19.2%",".124",".307",".260",".310",".384",".302","91","-61.7","612","-39.64","-4.14","15.3","-102.90","99.27","-1.2","-67.3","26.9","88.1%","80.6%","31.2%"
"2011","OAK","2229","6104","114","645","612","117","43","8.3%","17.9%",".125",".283",".244",".311",".369",".301","89","-70.5","615","-47.90","-5.07","7.5","-108.57","98.87","-6.5","-82.2","-49.5","89.3%","83.3%","25.6%"
"2011","HOU","2377","6150","95","615","579","118","33","6.5%","18.9%",".116",".308",".258",".311",".374",".301","88","-75.3","616","-53.90","-5.94","13.3","-113.33","104.03","-0.6","-89.1","28.3","88.5%","80.0%","32.5%"
"2013","NYY","2253","6044","144","650","614","115","31","7.7%","20.1%",".133",".285",".242",".307",".376",".301","86","-59.4","603","-51.27","-5.34","14.6","-106.29","102.90","4.4","-89.2","28.1","88.1%","80.6%","31.2%"
"2021","ARI","2126","5359","126","591","561","36","12","8.8%","23.7%",".146",".293",".235",".309",".381",".301","85","-60.7","586","-42.31","-4.34","10.0","-98.08","88.86","4.9","-95.9","21.6","84.3%","76.0%","30.7%"
"2012","MIA","2269","6057","137","609","576","149","41","8.0%","20.3%",".138",".289",".244",".308",".382",".300","87","-75.8","615","-67.15","-7.19","10.6","-109.21","103.02","2.5","-92.9","10.9","87.1%","79.0%","30.0%"
"2010","PIT","2327","5974","126","587","570","87","36","7.8%","20.2%",".131",".288",".242",".304",".373",".300","84","-103.7","582","-95.54","-9.97","1.4","-104.07","94.19","-5.8","-119.0","-48.1","87.2%","79.4%","28.7%"
"2021","KCR","2058","5217","147","594","560","107","27","7.0%","21.4%",".146",".287",".244",".302",".390",".300","87","-60.3","570","-58.95","-5.86","9.5","-90.75","87.14","9.5","-72.5","-10.3","86.0%","76.4%","34.4%"
"2015","CHW","2265","6070","136","622","595","68","42","6.7%","20.3%",".130",".296",".250",".306",".380",".300","89","-65.9","617","-71.53","-7.56","8.8","-113.74","105.15","-15.2","-94.3","-21.6","87.3%","79.3%","32.2%"
"2014","ARI","2274","6089","118","615","573","86","33","6.5%","19.1%",".127",".293",".248",".302",".376",".300","83","-53.1","601","-66.00","-7.50","13.0","-115.53","105.71","1.5","-112.8","47.5","88.4%","80.8%","30.9%"
"2013","CHW","2279","6077","148","598","574","105","42","6.8%","19.9%",".129",".291",".249",".302",".378",".299","85","-69.3","597","-112.20","-11.80","5.5","-120.61","105.71","-12.7","-117.5","-29.0","87.2%","79.4%","31.6%"
