"Season","Team","Batting","Base Running","Fielding","Positional","Offense","Defense","League","Replacement","RAR","WAR","Dollars"
"2007","ATL","-6.4","-6.2","43.5","36.9","-12.5","80.4","13.0","197.5","278.4","27.2","$152.1"
"2000","CLE","81.3","7.8","-14.0","-15.4","89.1","-29.4","23.8","210.5","294.1","27.1",""
"2005","STL","3.4","9.0","14.5","40.1","12.4","54.6","12.8","190.6","270.4","27.1","$127.5"
"2013","SFG","2.4","-4.1","33.9","32.4","-1.7","66.3","8.5","176.2","249.4","26.9","$199.2"
"2017","CHC","11.6","-6.8","17.0","40.6","4.8","57.6","12.3","194.2","268.9","26.8","$214.1"
"2004","CLE","77.4","-4.7","-1.8","-16.4","72.7","-18.2","20.0","200.2","274.8","26.8","$112.4"
"2017","CLE","37.7","11.1","22.0","-15.2","48.8","6.8","20.4","192.7","268.6","26.7","$213.9"
"2004","PHI","0.4","5.5","11.9","38.5","5.8","50.4","17.4","200.3","273.9","26.7","$112.0"
"2019","ATL","12.7","11.0","5.7","40.5","23.7","46.2","5.7","198.2","273.8","26.6","$212.7"
"2001","COL","-44.6","2.6","61.0","41.6","-41.9","102.6","10.1","199.4","270.2","26.5",""
"2003","NYY","119.7","-0.3","-56.8","-15.2","119.4","-72.0","23.2","198.7","269.3","26.5","$114.0"
"2003","PHI","0.1","1.2","20.1","39.0","1.3","59.1","12.2","195.6","268.3","26.4","$113.6"
"2003","HOU","-26.8","10.9","41.2","35.4","-15.9","76.6","12.2","195.2","268.1","26.4","$113.5"
"2018","HOU","71.6","-7.0","3.1","-14.6","64.6","-11.5","18.8","183.9","255.7","26.3","$210.6"
"2019","WSN","28.7","3.7","-6.0","41.8","32.4","35.8","5.7","197.1","271.0","26.3","$210.6"
"2017","STL","6.3","2.0","13.3","38.1","8.4","51.4","12.1","192.2","264.1","26.3","$210.2"
"2014","WSN","-6.8","15.3","6.3","36.1","8.4","42.4","12.2","175.6","238.6","26.2","$198.9"
"2006","SDP","-10.2","5.2","24.9","40.2","-5.0","65.1","13.0","197.4","270.6","26.1","$125.3"
"2013","STL","30.1","-9.1","-0.6","35.6","21.0","35.0","8.6","177.2","241.8","26.1","$193.1"
"2015","HOU","58.6","8.1","-4.3","-15.3","66.8","-19.6","20.9","177.5","245.6","26.1","$208.5"
"2001","ARI","-28.8","-2.6","50.0","38.6","-31.4","88.6","10.0","198.0","265.2","26.0",""
"2017","MIN","25.3","14.4","22.4","-15.2","39.7","7.2","20.5","193.5","260.9","26.0","$207.7"
"2000","CHW","53.2","5.3","6.0","-15.6","58.5","-9.6","23.4","207.2","279.5","25.9",""
"2016","SFG","-32.0","-2.8","53.9","38.9","-34.8","92.8","5.9","189.2","253.1","25.9","$207.1"
"2004","SDP","22.4","8.1","-17.2","39.4","30.5","22.3","17.0","195.9","265.7","25.9","$108.6"
"2006","PHI","-3.0","18.5","-8.6","43.2","15.5","34.6","13.5","204.4","268.0","25.9","$124.1"
"2010","SFG","-13.2","-18.3","58.7","36.4","-31.6","95.2","3.6","182.0","249.2","25.8","$155.1"
"2018","STL","-5.0","12.9","8.8","38.3","7.9","47.1","9.6","185.5","250.1","25.7","$206.0"
"2018","ATL","-26.2","12.6","28.4","38.5","-13.5","66.8","9.7","187.0","250.0","25.7","$205.9"
"2002","MIN","6.8","-5.6","60.4","-15.4","1.1","45.0","22.2","188.8","257.1","25.7","$100.4"
"2013","BAL","2.6","13.8","38.6","-15.9","16.4","22.7","23.6","175.6","238.3","25.7","$190.3"
"2013","ATL","9.5","-5.7","15.4","34.6","3.8","50.1","8.5","175.2","237.6","25.6","$189.8"
"2016","LAD","-22.2","2.0","44.8","33.2","-20.1","77.9","5.8","186.0","249.6","25.5","$204.2"
"2018","CHC","1.2","2.2","6.5","37.5","3.4","44.0","9.8","190.6","247.8","25.5","$204.1"
"2013","LAD","22.7","-8.0","3.3","33.9","14.7","37.2","8.5","175.6","236.0","25.5","$188.5"
"2006","TOR","58.6","-15.0","19.5","-16.1","43.6","3.4","20.7","196.0","263.6","25.4","$122.1"
"2015","CHC","-30.9","15.1","25.6","38.0","-15.8","63.6","10.3","181.2","239.4","25.4","$203.3"
"2014","SFG","-5.6","0.5","18.0","34.8","-5.1","52.8","11.9","172.0","231.5","25.4","$193.0"
"2013","OAK","56.2","10.0","-15.3","-17.1","66.2","-32.4","23.9","177.4","235.0","25.4","$187.8"
"2004","CHC","-14.2","-12.0","32.1","42.8","-26.2","74.9","16.9","194.9","260.5","25.4","$106.5"
"2019","CHC","17.3","-2.2","3.6","41.4","15.0","45.0","5.6","194.8","260.5","25.3","$202.4"
"2021","TOR","75.4","1.0","10.0","-13.1","76.4","-3.2","14.6","163.7","251.6","25.3","$202.2"
"2007","MIL","0.2","7.4","7.4","36.7","7.7","44.1","12.7","193.3","257.8","25.1","$140.8"
"2016","TOR","30.9","-9.0","22.4","-13.6","21.9","8.8","26.9","188.1","245.6","25.1","$200.9"
"2010","STL","-8.7","1.8","24.8","34.8","-6.8","59.6","3.7","184.9","241.3","25.0","$150.1"
"2021","TBR","53.5","11.4","12.3","-13.2","64.9","-0.9","15.1","169.2","248.3","24.9","$199.6"
"2010","BOS","66.9","-7.2","-28.5","-14.9","59.7","-43.4","35.4","188.3","240.0","24.9","$149.3"
"2016","CLE","-1.7","15.8","30.9","-14.2","14.1","16.8","26.5","185.7","243.1","24.9","$198.9"
"2021","LAD","32.9","10.7","-10.0","35.6","43.6","25.6","7.0","171.1","247.3","24.8","$198.8"
"2014","DET","80.3","-7.3","-27.2","-14.7","73.0","-41.9","20.1","175.2","226.5","24.8","$188.8"
"2004","BOS","115.0","-17.1","-50.9","-15.7","97.9","-66.6","20.2","202.2","253.7","24.7","$103.7"
"2019","MIL","-20.7","5.9","29.3","35.3","-14.8","64.6","5.7","198.4","253.9","24.7","$197.3"
"2009","MIL","19.8","-9.6","2.0","36.9","10.2","38.9","5.5","191.7","246.3","24.6","$157.7"
"2004","HOU","-17.1","10.0","9.6","39.1","-7.1","48.7","16.9","194.5","253.0","24.6","$103.4"
"2008","MIL","-20.6","8.9","20.6","38.1","-11.7","58.8","9.6","190.4","247.1","24.6","$152.7"
"2015","NYM","-13.0","6.2","13.3","35.4","-6.8","48.7","10.2","179.6","231.7","24.6","$196.7"
"2000","ATL","-38.6","4.6","38.0","45.2","-33.9","83.2","9.2","202.9","261.4","24.5",""
"2008","ATL","-6.7","-5.8","19.3","34.9","-12.5","54.2","9.8","193.9","245.4","24.5","$151.7"
"2017","WSN","-9.5","11.9","-3.4","42.1","2.4","38.7","12.1","192.1","245.2","24.4","$195.3"
"2009","BOS","48.4","-7.7","-4.9","-14.9","40.7","-19.8","29.4","193.2","243.5","24.4","$155.9"
"2000","CIN","-49.8","3.3","47.0","42.9","-46.5","89.9","9.4","206.1","258.8","24.3",""
"2021","SFG","43.5","-8.4","1.2","30.4","35.1","31.6","6.9","167.5","241.1","24.2","$193.8"
"2006","NYY","111.4","7.4","-77.1","-14.8","118.9","-91.9","21.4","202.7","251.0","24.2","$116.3"
"2009","STL","-15.0","13.4","8.2","41.8","-1.6","50.0","5.4","187.8","241.6","24.2","$154.7"
"2002","BOS","54.9","-0.4","-13.0","-15.7","54.5","-28.8","22.6","192.9","241.3","24.2","$94.2"
"2018","WSN","6.1","8.4","-17.7","39.9","14.5","22.2","9.7","188.1","234.6","24.1","$193.2"
"2015","PIT","-20.9","3.5","15.5","34.1","-17.4","49.6","10.4","183.7","226.3","24.0","$192.1"
"2008","CLE","23.9","0.7","13.3","-16.1","24.6","-2.8","26.9","191.8","240.6","24.0","$148.7"
"2003","MIN","18.0","1.8","21.2","-15.7","19.8","5.4","22.8","195.3","243.4","24.0","$103.0"
"2012","CIN","-49.5","13.5","38.6","40.2","-36.0","78.9","4.6","180.6","228.2","23.9","$155.4"
"2002","PHI","4.4","1.1","-6.3","34.1","5.4","27.8","12.9","192.6","238.7","23.9","$93.2"
"2011","LAA","-10.8","-3.8","53.8","-15.8","-14.6","38.0","24.7","177.0","225.1","23.8","$181.0"
"2010","TOR","37.4","-12.3","5.3","-15.2","25.1","-9.9","33.8","179.9","228.9","23.7","$142.4"
"2002","LAD","-32.5","-3.5","38.2","35.2","-36.0","73.4","12.5","187.3","237.1","23.7","$92.6"
"2012","TBR","-0.3","-0.7","37.3","-16.5","-1.0","20.8","26.3","180.3","226.5","23.7","$154.2"
"2001","CLE","93.1","-2.4","-52.0","-15.4","90.7","-67.4","22.4","198.3","244.0","23.7",""
"2012","WSN","8.8","-4.1","-2.3","35.3","4.7","33.0","4.7","183.8","226.1","23.7","$154.0"
"2000","LAD","-5.0","0.5","5.0","41.3","-4.5","46.3","9.3","204.1","255.2","23.7",""
"2006","ATL","0.3","-13.4","7.0","41.1","-13.1","48.1","13.0","197.3","245.4","23.7","$113.6"
"2016","HOU","8.2","-5.4","32.1","-17.5","2.8","14.6","26.8","187.2","231.4","23.7","$189.3"
"2010","ATL","-0.8","-2.1","6.1","35.7","-2.9","41.9","3.7","185.2","227.8","23.6","$141.7"
"2018","TBR","48.9","-0.3","-8.2","-15.5","48.7","-23.7","18.9","185.4","229.2","23.6","$188.8"
"2010","SDP","-59.4","9.3","58.4","33.5","-50.2","91.9","3.6","182.1","227.5","23.6","$141.6"
"2015","STL","-22.1","0.9","18.4","35.4","-21.2","53.8","10.2","179.5","222.2","23.6","$188.7"
"2001","HOU","6.9","-8.8","-3.0","39.1","-1.9","36.1","10.0","197.3","241.4","23.6",""
"2010","DET","14.2","9.7","-3.5","-15.2","23.9","-18.7","35.2","187.0","227.3","23.6","$141.5"
"2000","NYM","-9.1","-7.2","13.0","42.3","-16.2","55.3","9.3","204.6","253.0","23.5",""
"2008","TEX","97.0","11.1","-79.6","-17.7","108.1","-97.3","27.7","197.3","235.8","23.5","$145.7"
"2004","ANA","21.6","2.2","16.9","-15.5","23.8","1.4","19.5","195.4","240.1","23.4","$98.2"
"2016","NYM","-9.1","-8.6","22.2","33.7","-17.7","55.9","5.8","184.5","228.5","23.4","$186.9"
"2003","FLA","-10.4","2.8","2.8","39.0","-7.6","41.8","11.9","191.1","237.2","23.4","$100.4"
"2012","TEX","45.3","-5.8","-12.7","-14.7","39.5","-27.3","26.8","183.6","222.6","23.3","$151.6"
"2008","HOU","-49.7","0.4","54.6","34.6","-49.2","89.3","9.3","184.3","233.6","23.3","$144.4"
"2019","TBR","22.4","8.4","3.0","-16.0","30.8","-13.0","24.2","197.7","239.6","23.3","$186.2"
"2006","STL","-19.2","5.9","2.0","44.0","-13.3","46.0","12.9","195.5","241.0","23.3","$111.6"
"2004","CHW","8.9","-1.6","35.4","-16.0","7.3","19.4","19.2","192.3","238.2","23.2","$97.4"
"2005","CIN","22.7","12.9","-45.6","35.3","35.6","-10.3","12.9","192.9","231.1","23.2","$109.0"
"2019","NYM","30.2","-17.0","-19.9","41.2","13.3","21.3","5.7","197.8","238.1","23.1","$185.0"
"2010","PHI","-7.8","13.3","-6.1","33.5","5.5","27.4","3.7","186.3","222.9","23.1","$138.7"
"2011","DET","63.8","-15.2","-20.3","-16.2","48.5","-36.5","25.3","181.2","218.4","23.1","$175.6"
"2007","COL","-29.5","10.1","2.9","38.7","-19.4","41.6","13.2","201.4","236.8","23.1","$129.4"
"2002","OAK","49.1","10.1","-26.8","-15.8","59.2","-42.7","22.5","191.7","230.7","23.1","$90.1"
"2018","LAA","-16.6","2.8","50.9","-14.2","-13.8","36.7","18.7","182.8","224.3","23.1","$184.7"
"2005","OAK","-8.1","12.0","30.0","-16.3","3.9","13.7","20.4","191.5","229.5","23.0","$108.2"
"2001","CHW","29.7","-1.3","8.0","-15.1","28.4","-7.1","21.7","191.9","234.9","23.0",""
"2000","HOU","45.7","-0.3","-55.0","44.1","45.4","-10.9","9.5","208.3","252.3","23.0",""
"2001","PHI","-62.0","9.9","44.0","37.8","-52.1","81.8","9.8","194.0","233.5","22.9",""
"2019","ARI","-55.7","18.3","29.1","39.4","-37.5","68.5","5.7","198.6","235.4","22.9","$182.9"
"2013","PIT","-5.2","1.8","-2.2","33.0","-3.4","30.8","8.5","175.3","211.2","22.8","$168.7"
"2000","OAK","78.8","1.9","-45.0","-17.9","80.7","-62.9","23.5","208.0","249.3","22.8",""
"2006","MIN","7.4","-1.4","29.8","-16.3","5.9","13.5","20.6","195.6","235.6","22.7","$109.1"
"2021","CHW","57.8","2.2","-1.9","-12.0","60.0","-13.9","14.7","165.0","225.9","22.7","$181.6"
"2017","NYM","4.1","-11.3","-5.3","37.4","-7.2","32.1","12.0","190.7","227.6","22.7","$181.2"
"2013","MIL","-59.1","-6.9","63.2","30.8","-66.0","94.0","8.4","173.3","209.7","22.6","$167.5"
"2013","CLE","27.8","11.5","-12.7","-16.8","39.3","-29.5","23.7","176.2","209.6","22.6","$167.5"
"2002","CHW","41.3","-1.2","-12.2","-14.6","40.1","-26.9","22.2","189.1","224.6","22.5","$87.7"
"2003","CHW","8.2","-5.1","28.0","-15.1","3.1","12.9","22.2","189.9","228.1","22.5","$96.6"
"2013","CIN","-30.8","-2.0","16.8","35.6","-32.9","52.4","8.7","179.8","208.0","22.5","$166.2"
"2001","TEX","65.6","5.2","-47.0","-14.8","70.8","-61.8","22.6","199.3","230.8","22.4",""
"2009","MIN","27.5","15.3","-26.5","-14.9","42.9","-41.4","29.4","193.2","224.1","22.4","$143.5"
"2003","SDP","-40.4","2.0","25.5","35.3","-38.3","60.8","12.0","192.9","227.5","22.4","$96.3"
"2019","STL","-45.8","14.4","23.9","37.5","-31.5","61.4","5.6","194.0","229.5","22.3","$178.3"
"2016","WSN","-32.4","16.0","2.4","38.8","-16.4","41.2","5.8","187.1","217.7","22.3","$178.1"
"2009","ATL","-24.0","-20.2","26.4","41.2","-44.2","67.6","5.5","192.9","221.8","22.2","$142.0"
"2014","TOR","44.9","0.0","-20.6","-16.5","44.9","-37.0","20.0","174.2","202.1","22.2","$168.5"
"2002","ARI","-22.8","1.8","-0.7","37.3","-21.0","36.6","12.9","192.5","220.9","22.1","$86.2"
"2004","BAL","25.5","6.4","-9.0","-16.1","31.9","-25.2","20.0","199.6","226.3","22.0","$92.5"
"2016","STL","36.0","-17.1","-31.3","34.1","18.9","2.8","5.9","187.8","215.4","22.0","$176.2"
"2002","TEX","23.1","3.0","-6.8","-16.0","26.2","-22.9","22.6","192.9","218.8","21.9","$85.4"
"2010","TEX","-11.5","4.5","11.6","-15.8","-7.0","-4.1","35.1","186.7","210.6","21.8","$131.1"
"2006","DET","-10.6","-1.6","39.0","-15.6","-12.2","23.4","20.5","194.6","226.3","21.8","$104.8"
"2001","MIN","-5.1","-0.2","30.0","-17.0","-5.2","13.0","21.8","192.9","222.6","21.8",""
"2015","KCR","-8.0","-0.3","29.0","-15.2","-8.3","13.8","21.1","178.8","205.4","21.8","$174.4"
"2010","ARI","-54.4","-8.3","50.5","35.3","-62.7","85.8","3.6","183.1","209.8","21.8","$130.6"
"2012","ARI","-25.1","-5.6","13.7","38.2","-30.7","52.0","4.7","181.7","207.6","21.7","$141.4"
"2004","NYY","101.2","-7.1","-73.4","-14.7","94.1","-88.1","19.8","197.5","223.3","21.7","$91.3"
"2021","OAK","19.4","7.0","23.6","-13.8","26.4","9.8","14.7","165.3","216.2","21.7","$173.8"
"2007","CLE","31.7","0.3","-14.3","-15.3","31.9","-29.6","23.0","197.3","222.6","21.7","$121.6"
"2017","TBR","-10.1","11.2","22.2","-15.7","1.1","6.5","20.1","190.0","217.7","21.7","$173.3"
"2004","DET","45.7","3.9","-25.7","-15.8","49.5","-41.5","19.5","195.0","222.6","21.7","$91.0"
"2015","TEX","-16.8","21.6","13.4","-16.4","4.8","-3.0","21.3","180.9","203.9","21.6","$173.2"
"2007","LAA","1.6","3.7","17.8","-15.8","5.3","2.0","22.4","192.1","221.8","21.6","$121.2"
"2017","SEA","19.8","-12.6","14.1","-14.8","7.1","-0.8","20.1","190.6","217.1","21.6","$172.9"
"2015","ARI","-35.9","12.5","-0.4","33.1","-23.3","32.6","10.4","183.5","203.2","21.6","$172.5"
"2012","SDP","-22.2","13.8","-7.5","36.6","-8.4","29.1","4.6","180.5","205.8","21.6","$140.2"
"2013","LAA","64.5","-9.7","-43.1","-14.9","54.8","-58.0","24.1","178.9","199.7","21.6","$159.5"
"2012","PHI","-51.5","10.7","21.5","37.4","-40.8","58.9","4.7","182.3","205.1","21.5","$139.7"
"2021","MIL","-38.4","7.5","37.9","32.5","-30.9","70.4","6.9","167.2","213.6","21.5","$171.7"
"2005","CHC","-41.7","-5.6","22.5","36.9","-47.3","59.4","12.6","188.0","212.7","21.3","$100.2"
"2016","SEA","58.2","-13.5","-35.1","-16.1","44.6","-51.2","26.9","187.9","208.2","21.3","$170.3"
"2016","MIA","-42.5","2.4","24.2","33.2","-40.1","57.4","5.8","185.0","208.1","21.3","$170.3"
"2008","NYY","30.9","-6.7","-12.8","-15.6","24.3","-28.4","26.8","190.5","213.2","21.3","$131.8"
"2006","CLE","65.6","-2.9","-47.3","-14.1","62.8","-61.4","20.9","197.9","220.2","21.2","$102.0"
"2001","FLA","-38.5","0.1","15.0","37.7","-38.4","52.7","9.8","192.9","217.0","21.2",""
"2014","OAK","16.2","11.0","-13.9","-16.5","27.2","-30.4","20.2","176.4","193.5","21.2","$161.3"
"2019","PHI","-70.0","13.8","39.1","32.3","-56.1","71.3","5.7","196.9","217.8","21.2","$169.2"
"2007","CHC","-83.1","-3.9","57.1","39.5","-87.0","96.6","12.7","194.2","216.6","21.1","$118.3"
"2016","DET","44.0","-16.9","-16.1","-15.8","27.0","-31.9","26.4","184.9","206.4","21.1","$168.9"
"2003","PIT","-29.0","5.5","-9.3","38.6","-23.5","29.3","12.2","195.1","213.0","21.0","$90.2"
"2001","ATL","-85.6","-3.3","62.0","37.8","-88.9","99.8","9.7","191.9","212.5","20.9",""
"2005","DET","-10.6","5.5","21.5","-15.6","-5.1","5.9","19.9","187.3","208.0","20.9","$98.0"
"2005","TEX","42.9","6.2","-38.6","-15.7","49.1","-54.3","20.4","192.3","207.6","20.8","$97.9"
"2014","MIL","-44.1","-12.1","27.1","35.1","-56.2","62.2","11.9","171.4","189.2","20.8","$157.8"
"2016","BAL","20.1","2.5","-16.0","-13.8","22.6","-29.8","26.3","183.7","202.7","20.7","$165.9"
"2007","FLA","5.6","3.8","-41.0","34.7","9.4","-6.4","12.9","196.6","212.5","20.7","$116.1"
"2006","LAD","8.1","-4.8","-43.9","41.3","3.4","-2.6","13.2","200.8","214.8","20.7","$99.5"
"2012","CHW","-11.2","-7.0","24.8","-16.0","-18.2","8.7","26.3","180.5","197.4","20.7","$134.4"
"2015","NYY","22.3","3.0","-20.1","-15.2","25.3","-35.3","21.6","183.2","194.8","20.7","$165.4"
"2000","NYY","38.6","-1.5","-24.0","-15.5","37.1","-39.5","23.0","204.0","224.7","20.6",""
"2019","CLE","-39.8","4.3","46.9","-15.1","-35.6","31.9","23.5","192.6","212.5","20.6","$165.1"
"2001","CHC","-19.2","-2.6","-11.0","40.3","-21.8","29.3","9.8","194.0","211.3","20.6",""
"2005","TBD","4.6","10.3","-0.8","-15.6","14.9","-16.4","19.8","186.8","205.2","20.6","$96.7"
"2004","OAK","16.5","-5.8","-4.8","-15.2","10.7","-20.0","20.1","200.4","211.2","20.6","$86.3"
"2000","TOR","6.5","2.9","0.0","-15.1","9.4","-15.1","23.1","204.5","221.9","20.6",""
"2002","ATL","-49.9","-7.9","25.4","35.0","-57.8","60.4","12.7","189.6","204.9","20.5","$80.0"
"2012","DET","33.3","-17.8","-11.4","-15.7","15.4","-27.2","26.4","180.7","195.4","20.5","$133.1"
"2010","OAK","-38.4","17.8","17.8","-16.8","-20.6","1.0","34.1","181.2","195.7","20.3","$121.8"
"2014","TBR","-20.9","1.0","27.0","-17.5","-19.9","9.5","20.1","175.3","185.0","20.3","$154.2"
"2005","SDP","-19.5","-0.3","-16.4","34.1","-19.8","17.6","12.8","191.4","202.1","20.3","$95.2"
"2003","TEX","-9.7","7.8","5.9","-15.5","-1.8","-9.5","22.7","194.4","205.7","20.2","$87.1"
"2003","ANA","-28.0","-4.9","42.3","-15.2","-33.0","27.1","22.1","189.0","205.2","20.2","$86.9"
"2021","BOS","42.4","-4.2","-7.3","-13.1","38.2","-20.4","15.0","168.1","200.9","20.2","$161.5"
"2006","FLA","-30.8","12.6","-21.9","41.9","-18.2","20.0","12.8","194.4","209.0","20.2","$96.8"
"2012","BOS","-39.7","2.6","35.5","-15.5","-37.1","20.0","26.6","182.1","191.7","20.1","$130.5"
"2021","ATL","-2.2","4.2","-6.3","31.0","2.0","24.7","6.8","164.7","198.2","19.9","$159.3"
"2021","CIN","9.8","-13.2","-8.7","33.7","-3.3","25.0","6.9","168.6","197.3","19.8","$158.6"
"2006","CIN","-53.0","16.4","-10.8","41.9","-36.5","31.1","13.0","197.7","205.3","19.8","$95.1"
"2011","KCR","3.8","0.7","-9.7","-15.6","4.5","-25.3","25.4","182.2","186.8","19.8","$150.2"
"2018","ARI","-88.1","7.1","40.3","38.8","-81.0","79.2","9.5","184.2","191.9","19.8","$158.0"
"2006","SEA","-41.6","4.0","43.0","-16.5","-37.6","26.5","20.6","195.1","204.5","19.7","$94.7"
"2000","DET","-0.2","-0.1","1.0","-16.3","-0.3","-15.3","23.1","205.1","212.7","19.7",""
"2006","HOU","-88.1","5.7","34.0","40.8","-82.5","74.7","13.1","198.6","204.0","19.7","$94.5"
"2017","ARI","-40.3","12.4","-19.2","40.3","-27.9","21.1","12.1","192.4","197.7","19.7","$157.4"
"2013","TEX","-24.5","2.0","21.3","-17.4","-22.5","3.9","23.8","177.0","182.3","19.7","$145.6"
"2015","TBR","-2.8","-13.4","20.5","-18.0","-16.2","2.5","20.9","177.5","184.6","19.6","$156.8"
"2011","LAD","-34.8","10.2","-6.9","31.2","-24.6","24.3","8.0","177.2","184.9","19.6","$148.7"
"2005","LAA","-34.1","3.3","33.0","-16.0","-30.8","17.0","20.1","188.8","195.0","19.6","$91.9"
"2009","CIN","-123.7","5.2","79.2","40.1","-118.5","119.4","5.4","188.4","194.7","19.5","$124.7"
"2009","TOR","9.3","12.2","-34.9","-15.1","21.5","-50.0","29.5","193.7","194.7","19.5","$124.7"
"2006","WSN","-30.6","3.3","-20.1","38.9","-27.3","18.8","13.0","197.3","201.7","19.5","$93.4"
"2017","CIN","-42.1","-5.3","0.8","37.9","-47.4","38.7","12.1","192.0","195.5","19.5","$155.6"
"2013","KCR","-75.6","18.2","56.0","-16.3","-57.4","39.6","23.4","174.1","179.7","19.4","$143.6"
"2013","ARI","-50.8","-18.5","26.0","33.3","-69.4","59.4","8.7","181.0","179.7","19.4","$143.5"
"2012","OAK","-19.2","19.4","-8.1","-16.3","0.3","-24.4","26.7","182.6","185.1","19.4","$126.1"
"2005","MIL","-39.2","-5.2","2.2","35.1","-44.4","37.3","12.6","187.9","193.3","19.4","$91.1"
"2008","MIN","-7.6","12.3","-13.7","-16.8","4.7","-30.5","27.1","192.8","194.1","19.3","$120.0"
"2009","FLA","-21.1","4.5","-24.1","36.1","-16.7","12.0","5.5","192.2","193.1","19.3","$123.6"
"2006","CHW","22.8","-8.4","-17.9","-16.2","14.4","-34.1","20.9","198.4","199.6","19.3","$92.4"
"2016","LAA","-10.6","-16.8","21.7","-15.3","-27.4","6.4","26.1","182.3","187.4","19.2","$153.3"
"2005","TOR","-45.5","12.3","30.8","-17.2","-33.2","13.6","20.2","190.2","190.8","19.1","$89.9"
"2002","FLA","-20.2","5.4","-31.0","32.7","-14.7","1.7","12.8","190.8","190.6","19.1","$74.4"
"2016","TBR","-12.7","-0.4","5.3","-14.3","-13.0","-9.0","26.1","182.4","186.5","19.1","$152.6"
"2015","CLE","-23.7","8.1","13.0","-17.5","-15.6","-4.5","21.0","178.6","179.5","19.1","$152.4"
"2008","BAL","-11.8","-5.1","7.7","-15.4","-17.0","-7.7","26.6","189.1","191.0","19.0","$118.1"
"2009","TEX","-59.0","9.1","39.0","-14.5","-49.8","24.6","28.4","186.6","189.7","19.0","$121.5"
"2011","PHI","-33.0","3.5","-18.2","36.0","-29.5","17.9","8.3","182.6","179.2","19.0","$144.1"
"2002","TOR","-27.0","11.5","6.9","-14.7","-15.5","-7.8","22.3","189.8","188.8","18.9","$73.7"
"2019","LAA","-24.9","-6.1","19.8","-15.2","-31.0","4.6","24.0","196.6","194.2","18.9","$150.9"
"2009","COL","-35.1","5.3","-16.3","39.1","-29.7","22.8","5.4","190.0","188.5","18.9","$120.7"
"2005","BAL","8.9","-9.5","-2.6","-16.1","-0.6","-18.7","19.9","187.2","187.9","18.8","$88.5"
"2016","PIT","-19.8","-6.7","-17.9","33.5","-26.5","15.6","5.9","188.9","184.0","18.8","$150.5"
"2017","LAA","-62.7","1.4","58.0","-15.4","-61.3","42.6","19.8","187.7","188.8","18.8","$150.4"
"2014","KCR","-52.6","4.8","44.4","-16.2","-47.8","28.1","19.6","171.2","171.1","18.8","$142.7"
"2013","SDP","-44.2","8.8","-7.5","31.9","-35.4","24.4","8.4","174.9","172.3","18.6","$137.7"
"2002","HOU","-44.7","-6.2","-3.7","37.1","-50.9","33.4","12.7","190.5","185.7","18.6","$72.5"
"2016","COL","-46.1","1.1","-3.1","35.3","-45.0","32.2","5.9","188.2","181.2","18.5","$148.3"
"2011","ATL","-65.7","-4.8","25.9","32.0","-70.5","57.9","8.1","179.4","174.9","18.5","$140.6"
"2008","FLA","-33.2","5.7","-21.1","35.2","-27.5","14.2","9.6","189.0","185.2","18.5","$114.5"
"2003","TOR","62.4","-5.7","-73.5","-15.3","56.6","-88.7","22.9","196.6","187.4","18.4","$79.3"
"2004","TEX","-43.9","18.0","16.2","-15.0","-25.9","1.3","19.4","194.1","188.9","18.4","$77.2"
"2006","KCR","-67.6","3.0","53.6","-15.9","-64.6","37.7","20.6","195.6","189.3","18.3","$87.7"
"2005","FLA","-15.9","-7.1","-36.7","39.2","-23.0","2.5","12.7","189.7","181.9","18.2","$85.7"
"2001","LAD","-23.1","-0.7","-31.0","40.0","-23.8","9.0","9.7","192.4","187.3","18.2",""
"2017","BOS","-68.9","4.9","45.9","-15.7","-64.0","30.2","20.7","195.9","182.8","18.2","$145.6"
"2004","FLA","-51.7","0.5","-10.5","40.6","-51.2","30.1","16.6","191.1","186.7","18.2","$76.3"
"2011","SFG","-81.4","-6.5","41.7","32.5","-87.9","74.2","8.0","177.1","171.4","18.1","$137.8"
"2005","HOU","-77.7","-0.1","23.5","35.0","-77.8","58.5","12.6","187.4","180.6","18.1","$85.1"
"2005","NYM","-53.8","21.0","-23.4","36.6","-32.8","13.2","12.6","187.6","180.5","18.1","$85.1"
"2014","NYY","-41.7","3.2","26.2","-14.5","-38.5","11.7","19.7","171.8","164.8","18.1","$137.4"
"2014","STL","-33.5","-15.5","-4.9","34.8","-49.0","29.9","11.9","171.9","164.8","18.1","$137.4"
"2018","SEA","-1.3","-7.0","-1.5","-15.9","-8.3","-17.4","18.6","182.1","175.0","18.0","$144.1"
"2007","STL","-48.5","-12.7","5.8","34.8","-61.3","40.6","12.6","192.5","184.4","18.0","$100.7"
"2005","CHW","-40.2","-1.9","30.1","-16.2","-42.1","13.8","19.9","187.6","179.2","18.0","$84.5"
"2015","BOS","-7.3","1.4","-13.0","-16.0","-5.9","-28.9","21.5","182.3","169.0","17.9","$143.5"
