"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"128",453286,"Scherzer, Max","2151","6.0","0.000","0.000",,"0.000","0.000","0.000",,"0","128",,,"2295","89.9","89.94","128","128","0","0.0","6.31","113","156","126","151","296","319","295"
"120",608337,"Giolito, Lucas","2435","4.9","0.000","0.000",,"0.000","0.000","0.000",,"0","120",,,"1823","85.8","86.67","120","120","0","0.9","6.75","114","152","123","150","300","320","294"
"120",592332,"Gausman, Kevin","2291","5.2","0.000","0.000",,"0.000","0.000","0.000",,"0","120",,,"1721","86.6","86.19","120","120","0","-0.4","6.52","113","156","126","150","296","320","292"
"118",543037,"Cole, Gerrit","2277","5.2","0.000","0.000",,"0.000","0.000","0.000",,"0","118",,,"2410","93.2","93.58","118","118","0","0.4","6.57","113","156","130","150","295","326","291"
"117",605400,"Nola, Aaron","2350","5.0","0.000","0.000",,"0.000","0.000","0.000",,"0","117",,,"2184","84.2","84.72","117","117","0","0.5","6.77","112","153","122","149","297","324","291"
"116",554430,"Wheeler, Zack","2525","4.6","0.000","0.000",,"0.000","0.000","0.000",,"0","116",,,"2388","93.4","94.04","116","116","0","0.6","7.14","115","153","122","150","293","321","290"
"111",594798,"deGrom, Jacob","1226","9.1","0.000","0.000",,"0.000","0.000","0.000",,"0","111",,,"2427","94.7","96.03","111","111","0","1.3","6.90","119","154","123","151","297","324","299"
"111",592662,"Ray, Robbie","2326","4.8","0.000","0.000",,"0.000","0.000","0.000",,"0","111",,,"2220","91.8","92.06","111","111","0","0.3","6.41","107","155","129","147","297","318","288"
"109",641816,"Mahle, Tyler","2408","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","109",,,"2273","91.9","91.56","109","109","0","-0.3","6.57","115","154","128","148","291","316","289"
"105",605397,"Musgrove, Joe","2261","4.6","0.000","0.000",,"0.000","0.000","0.000",,"0","105",,,"2734","85.3","84.40","105","105","0","-0.9","5.90","114","154","139","148","297","320","309"
"103",640455,"Manaea, Sean","2322","4.4","0.000","0.000",,"0.000","0.000","0.000",,"0","103",,,"1823","88.6","90.04","103","103","0","1.4","7.18","114","151","128","151","299","326","299"
"103",645261,"Alcantara, Sandy","2308","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","103",,,"2202","94.0","93.37","103","103","0","-0.6","6.00","109","151","123","149","299","315","286"
"102",506433,"Darvish, Yu","2119","4.8","0.000","0.000",,"0.000","0.000","0.000",,"0","102",,,"2544","88.3","88.08","102","102","0","-0.2","6.25","117","153","144","149","294","319","310"
"100",622491,"Castillo, Luis","2457","4.1","0.000","0.000",,"0.000","0.000","0.000",,"0","100",,,"2178","91.0","89.91","100","100","0","-1.1","5.54","116","154","127","149","288","316","289"
"100",605135,"Bassitt, Chris","2266","4.4","0.000","0.000",,"0.000","0.000","0.000",,"0","100",,,"2283","83.4","83.36","100","100","0","0.0","6.33","113","150","130","152","301","328","299"
"99",642547,"Peralta, Freddy","1964","5.0","0.000","0.000",,"0.000","0.000","0.000",,"0","99",,,"2284","87.9","82.91","99","99","0","-5.0","7.21","111","156","126","148","298","320","295"
"98",593423,"Montas, Frankie","2267","4.3","0.000","0.000",,"0.000","0.000","0.000",,"0","98",,,"2068","91.1","90.82","98","98","0","-0.3","5.99","111","150","131","152","299","324","302"
"97",571760,"Heaney, Andrew","2074","4.7","0.000","0.000",,"0.000","0.000","0.000",,"0","97",,,"2409","88.1","87.61","97","97","0","-0.5","6.12","112","155","124","148","302","323","293"
"97",458681,"Lynn, Lance","2088","4.6","0.000","0.000",,"0.000","0.000","0.000",,"0","97",,,"2422","92.0","92.32","97","97","0","0.3","6.39","112","152","122","149","300","321","294"
"96",621111,"Buehler, Walker","2467","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","96",,,"2618","89.5","89.74","96","96","0","0.2","6.43","113","157","129","151","297","318","295"
"96",607074,"Rodón, Carlos","1851","5.2","0.000","0.000",,"0.000","0.000","0.000",,"0","96",,,"2379","92.5","92.22","96","96","0","-0.3","6.10","110","151","120","148","299","318","295"
"96",605540,"Woodruff, Brandon","2267","4.2","0.000","0.000",,"0.000","0.000","0.000",,"0","96",,,"2388","92.2","91.53","96","96","0","-0.7","6.45","111","154","124","149","298","321","295"
"95",628711,"Urías, Julio","2110","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","95",,,"2488","88.1","87.17","95","95","0","-0.9","5.64","115","157","125","151","298","316","289"
"94",579328,"Kikuchi, Yusei","2126","4.4","0.000","0.000",,"0.000","0.000","0.000",,"0","94",,,"2139","89.5","90.40","94","94","0","0.9","6.71","111","155","122","148","301","323","289"
"94",656302,"Cease, Dylan","2342","4.0","0.000","0.000",,"0.000","0.000","0.000",,"0","94",,,"2676","87.6","87.24","94","94","0","-0.4","6.03","115","155","124","149","299","319","296"
"92",450203,"Morton, Charlie","2276","4.0","0.000","0.000",,"0.000","0.000","0.000",,"0","92",,,"2817","85.8","85.43","92","92","0","-0.4","6.27","112","152","130","149","297","318","293"
"91",669432,"Rogers, Trevor","1731","5.3","0.000","0.000",,"0.000","0.000","0.000",,"0","91",,,"1967","90.6","91.12","91","91","0","0.5","6.68","104","148","119","145","300","314","283"
"90",677651,"Garcia, Luis","1922","4.7","0.000","0.000",,"0.000","0.000","0.000",,"0","90",,,"2325","85.1","85.00","90","90","0","-0.1","6.19","116","157","128","152","294","324","292"
"90",608566,"Márquez, Germán","2201","4.1","0.000","0.000",,"0.000","0.000","0.000",,"0","90",,,"2525","87.8","86.75","90","90","0","-1.0","5.33","114","153","127","147","299","328","301"
"90",669203,"Burnes, Corbin","1956","4.6","0.000","0.000",,"0.000","0.000","0.000",,"0","90",,,"2725","91.7","92.22","90","90","0","0.5","6.44","110","152","122","149","298","319","293"
"90",621121,"McCullers Jr., Lance","2074","4.3","0.000","0.000",,"0.000","0.000","0.000",,"0","90",,,"2518","87.7","87.07","90","90","0","-0.6","6.00","112","155","124","151","292","321","290"
"90",669373,"Skubal, Tarik","2126","4.2","0.000","0.000",,"0.000","0.000","0.000",,"0","90",,,"2062","90.4","90.18","90","90","0","-0.2","6.22","109","152","124","148","302","327","295"
"89",622072,"Wood, Alex","1941","4.6","0.000","0.000",,"0.000","0.000","0.000",,"0","89",,,"2032","86.4","85.36","89","89","0","-1.0","6.25","112","154","119","148","299","319","287"
"86",543135,"Eovaldi, Nathan","2218","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","86",,,"2033","90.1","90.88","86","86","0","0.8","6.70","114","159","129","150","291","327","298"
"86",573186,"Stroman, Marcus","2097","4.1","0.000","0.000",,"0.000","0.000","0.000",,"0","86",,,"2336","87.7","87.30","86","86","0","-0.4","5.85","113","154","121","150","295","323","295"
"84",501985,"Minor, Mike","2344","3.6","0.000","0.000",,"0.000","0.000","0.000",,"0","84",,,"2543","87.5","86.67","84","84","0","-0.8","5.63","106","158","123","144","302","323","297"
"81",593958,"Rodriguez, Eduardo","2069","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","81",,,"2063","89.9","89.67","81","81","0","-0.2","6.07","111","156","124","148","296","329","289"
"80",545333,"Bauer, Trevor","1787","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","80",,,"2789","88.7","84.44","80","80","0","-4.3","6.44","114","158","123","150","298","317","290"
"80",621244,"Berríos, José","2291","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","80",,,"2178","87.6","86.37","80","80","0","-1.2","6.41","112","159","128","150","298","326","297"
"79",605483,"Snell, Blake","2007","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","79",,,"2394","90.2","90.86","79","79","0","0.7","6.76","115","153","130","148","296","319","310"
"78",663776,"Sandoval, Patrick","1444","5.4","0.000","0.000",,"0.000","0.000","0.000",,"0","78",,,"1875","86.5","86.18","78","78","0","-0.3","6.05","109","157","126","150","302","323","295"
"78",543101,"DeSclafani, Anthony","2011","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","78",,,"2156","90.2","90.86","78","78","0","0.7","6.57","114","160","131","149","297","322","292"
"77",477132,"Kershaw, Clayton","1567","4.9","0.000","0.000",,"0.000","0.000","0.000",,"0","77",,,"2631","86.3","86.32","77","77","0","0.0","6.31","112","157","120","150","299","314","289"
"76",663556,"McClanahan, Shane","1529","5.0","0.000","0.000",,"0.000","0.000","0.000",,"0","76",,,"2414","90.7","91.64","76","76","0","0.9","6.86","106","151","117","147","299","320","293"
"76",605452,"Ross, Joe","1700","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","76",,,"2003","88.7","89.28","76","76","0","0.6","6.57","112","156","129","149","306","322","297"
"75",601713,"Pivetta, Nick","2212","3.4","0.000","0.000",,"0.000","0.000","0.000",,"0","75",,,"2458","87.8","88.07","75","75","0","0.3","6.56","113","156","129","149","292","328","300"
"75",543475,"Lyles, Jordan","2298","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","75",,,"2481","88.0","88.63","75","75","0","0.6","6.74","113","157","130","147","298","325","296"
"75",660271,"Ohtani, Shohei","1529","4.9","0.000","0.000",,"0.000","0.000","0.000",,"0","75",,,"1959","89.0","89.79","75","75","0","0.8","6.82","115","158","126","152","303","323","297"
"74",642232,"Yarbrough, Ryan","1973","3.8","0.000","0.000",,"0.000","0.000","0.000",,"0","74",,,"2150","78.1","77.56","74","74","0","-0.5","6.69","109","157","121","150","299","321","291"
"73",641154,"López, Pablo","1627","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","73",,,"2005","90.2","90.90","73","73","0","0.7","6.74","110","154","127","150","295","317","287"
"73",542881,"Anderson, Tyler","1931","3.8","0.000","0.000",,"0.000","0.000","0.000",,"0","73",,,"2319","87.3","86.76","73","73","0","-0.5","5.95","108","151","124","147","302","322","284"
"72",669456,"Bieber, Shane","1475","4.9","0.000","0.000",,"0.000","0.000","0.000",,"0","72",,,"2507","87.4","86.64","72","72","0","-0.8","6.55","112","154","128","149","292","323","295"
"72",592791,"Taillon, Jameson","2025","3.6","0.000","0.000",,"0.000","0.000","0.000",,"0","72",,,"2435","92.6","93.41","72","72","0","0.8","6.75","115","158","130","148","299","327","289"
"69",592351,"Gray, Jon","1973","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","69",,,"2351","88.9","89.34","69","69","0","0.4","6.36","113","152","127","148","296","328","299"
"69",608331,"Fried, Max","1886","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","69",,,"2478","84.8","84.75","69","69","0","0.0","6.31","106","151","122","149","303","318","285"
"68",592836,"Walker, Taijuan","1955","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","68",,,"2106","92.3","90.37","68","68","0","-1.9","6.06","115","158","126","150","298","328","300"
"67",657277,"Webb, Logan","1401","4.8","0.000","0.000",,"0.000","0.000","0.000",,"0","67",,,"2213","85.4","86.26","67","67","0","0.9","6.76","113","156","124","149","297","318","291"
"67",664299,"Javier, Cristian","1502","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","67",,,"2449","88.1","87.63","67","67","0","-0.5","6.01","110","155","125","150","292","325","290"
"67",448179,"Hill, Rich","1885","3.6","0.000","0.000",,"0.000","0.000","0.000",,"0","67",,,"2516","80.1","79.60","67","67","0","-0.5","6.36","109","156","123","149","301","323","293"
"66",489119,"Miley, Wade","2165","3.0","0.000","0.000",,"0.000","0.000","0.000",,"0","66",,,"2128","85.3","85.26","66","66","0","0.0","6.09","110","151","121","145","292","315","282"
"66",547943,"Ryu, Hyun Jin","2161","3.1","0.000","0.000",,"0.000","0.000","0.000",,"0","66",,,"1994","82.8","81.69","66","66","0","-1.1","6.48","107","154","123","147","299","315","288"
"65",656756,"Montgomery, Jordan","1902","3.4","0.000","0.000",,"0.000","0.000","0.000",,"0","65",,,"2005","85.0","85.48","65","65","0","0.5","6.63","110","153","124","147","300","326","286"
"64",669302,"Gilbert, Logan","1456","4.4","0.000","0.000",,"0.000","0.000","0.000",,"0","64",,,"2203","89.5","91.55","64","64","0","2.1","7.50","115","157","129","150","294","322","294"
"64",518876,"Kelly, Merrill","2157","3.0","0.000","0.000",,"0.000","0.000","0.000",,"0","64",,,"2352","88.2","88.14","64","64","0","-0.1","6.30","112","154","129","150","299","323","296"
"64",571927,"Matz, Steven","1817","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","64",,,"2239","88.2","88.52","64","64","0","0.3","6.48","108","156","129","147","294","319","289"
"64",607192,"Glasnow, Tyler","1339","4.8","0.000","0.000",,"0.000","0.000","0.000",,"0","64",,,"2697","90.6","92.28","64","64","0","1.7","7.41","109","163","131","151","300","321","295"
"63",456501,"Cueto, Johnny","1675","3.8","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"1978","88.9","87.93","63","63","0","-1.0","5.76","108","158","126","148","298","320","292"
"63",666120,"Anderson, Ian","1651","3.8","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"1838","90.3","91.41","63","63","0","1.1","6.89","109","152","130","149","298","317","292"
"63",663903,"Singer, Brady","1763","3.6","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"2378","88.5","88.99","63","63","0","0.5","6.51","109","162","126","149","298","323","303"
"63",608379,"Wacha, Michael","1489","4.2","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"1800","89.8","90.42","63","63","0","0.6","6.74","106","155","122","149","304","325","293"
"63",628317,"Maeda, Kenta","1775","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"2121","85.1","84.60","63","63","0","-0.5","5.92","109","161","126","150","297","328","292"
"63",663474,"McKenzie, Triston","1535","4.1","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"2220","88.9","89.92","63","63","0","1.0","6.84","114","154","127","149","294","319","291"
"63",425794,"Wainwright, Adam","2284","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","63",,,"2586","80.6","80.75","63","63","0","0.1","6.48","117","154","125","148","298","316","296"
"62",543294,"Hendricks, Kyle","2224","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","62",,,"2102","82.1","80.00","62","62","0","-2.1","5.77","113","155","121","149","292","318","291"
"62",605200,"Davies, Zach","2148","2.9","0.000","0.000",,"0.000","0.000","0.000",,"0","62",,,"1813","80.1","79.93","62","62","0","-0.2","6.18","107","154","122","149","294","320","292"
"62",663554,"Mize, Casey","1961","3.2","0.000","0.000",,"0.000","0.000","0.000",,"0","62",,,"2117","90.5","91.40","62","62","0","0.9","6.86","110","157","131","151","300","328","301"
"61",628452,"Iglesias, Raisel","852","7.2","0.000","0.000",,"0.000","0.000","0.000",,"0","61",,,"2325","91.6","91.04","61","61","0","-0.6","6.06","116","161","129","151","303","326","297"
"60",663978,"Paddack, Chris","1624","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","60",,,"2019","90.0","90.56","60","60","0","0.6","6.74","116","154","134","149","295","321","308"
"60",592761,"Smith, Caleb","1745","3.4","0.000","0.000",,"0.000","0.000","0.000",,"0","60",,,"2388","86.5","83.88","60","60","0","-2.6","5.64","109","153","123","149","299","324","296"
"60",607644,"Means, John","1587","3.8","0.000","0.000",,"0.000","0.000","0.000",,"0","60",,,"2346","86.8","86.42","60","60","0","-0.4","6.24","107","153","123","149","304","324","291"
"60",593334,"Germán, Domingo","1547","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","60",,,"2456","88.1","87.80","60","60","0","-0.3","6.16","110","157","133","148","294","325","293"
"60",548389,"Stripling, Ross","1533","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","60",,,"2092","89.0","88.71","60","60","0","-0.3","6.05","112","158","128","149","296","315","289"
"59",425844,"Greinke, Zack","2238","2.6","0.000","0.000",,"0.000","0.000","0.000",,"0","59",,,"2044","84.1","83.66","59","59","0","-0.4","5.96","113","155","125","150","290","324","292"
"59",521230,"Hendriks, Liam","869","6.8","0.000","0.000",,"0.000","0.000","0.000",,"0","59",,,"2265","92.4","93.47","59","59","0","1.1","6.86","116","151","122","149","298","317","294"
"59",640470,"Alzolay, Adbert","1676","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","59",,,"2516","88.7","88.96","59","59","0","0.3","6.31","114","158","126","152","296","319","295"
"58",664141,"Brubaker, JT","1807","3.2","0.000","0.000",,"0.000","0.000","0.000",,"0","58",,,"2637","87.3","86.94","58","58","0","-0.4","5.88","111","152","128","148","302","320","289"
"57",596295,"Gomber, Austin","1676","3.4","0.000","0.000",,"0.000","0.000","0.000",,"0","57",,,"2145","85.7","86.58","57","57","0","0.9","6.69","112","153","122","147","300","330","301"
"56",572070,"Richards, Garrett","2021","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","56",,,"2623","90.4","89.93","56","56","0","-0.5","5.98","114","157","127","148","298","329","295"
"56",621076,"Kaprielian, James","1439","3.9","0.000","0.000",,"0.000","0.000","0.000",,"0","56",,,"1978","89.0","88.47","56","56","0","-0.5","5.93","113","152","131","149","303","329","301"
"56",502043,"Gibson, Kyle","2164","2.6","0.000","0.000",,"0.000","0.000","0.000",,"0","56",,,"2206","85.9","86.49","56","56","0","0.6","6.67","116","158","129","149","296","326","294"
"55",641745,"Keller, Brad","2269","2.4","0.000","0.000",,"0.000","0.000","0.000",,"0","55",,,"2446","90.7","90.26","55","55","0","-0.4","5.85","108","161","124","146","296","321","305"
"55",594577,"Mayers, Mike","969","5.7","0.000","0.000",,"0.000","0.000","0.000",,"0","55",,,"2341","92.8","92.26","55","55","0","-0.5","6.04","114","158","126","153","299","322","300"
"55",623167,"Flexen, Chris","2068","2.7","0.000","0.000",,"0.000","0.000","0.000",,"0","55",,,"1993","86.3","85.84","55","55","0","-0.5","5.98","112","157","127","148","291","323","297"
"55",641540,"Dunning, Dane","1652","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","55",,,"2060","84.1","84.20","55","55","0","0.1","6.39","115","156","128","147","301","327","295"
"55",608344,"Irvin, Cole","2057","2.7","0.000","0.000",,"0.000","0.000","0.000",,"0","55",,,"1876","88.8","88.76","55","55","0","0.0","6.23","110","150","128","148","305","330","300"
"55",623352,"Hader, Josh","730","7.5","0.000","0.000",,"0.000","0.000","0.000",,"0","55",,,"2227","91.3","84.98","55","55","0","-6.3","6.65","110","152","120","147","303","326","300"
"54",621107,"Eflin, Zach","1615","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","54",,,"2116","87.8","88.55","54","54","0","0.8","6.70","112","154","120","147","295","318","288"
"54",621242,"Díaz, Edwin","778","6.9","0.000","0.000",,"0.000","0.000","0.000",,"0","54",,,"2270","94.3","95.92","54","54","0","1.6","7.18","119","156","124","149","304","331","307"
"54",642207,"Williams, Devin","843","6.4","0.000","0.000",,"0.000","0.000","0.000",,"0","54",,,"2747","86.7","87.52","54","54","0","0.8","6.91","109","153","122","147","303","326","302"
"54",666201,"Manoah, Alek","1057","5.1","0.000","0.000",,"0.000","0.000","0.000",,"0","54",,,"2318","89.1","89.58","54","54","0","0.5","6.64","106","154","128","149","295","318","294"
"54",457918,"Happ, J.A.","2128","2.5","0.000","0.000",,"0.000","0.000","0.000",,"0","54",,,"2182","89.9","89.75","54","54","0","-0.2","6.10","107","154","123","148","296","327","292"
"54",518516,"Bumgarner, Madison","1664","3.2","0.000","0.000",,"0.000","0.000","0.000",,"0","54",,,"2495","84.4","82.82","54","54","0","-1.6","6.51","108","155","123","149","302","329","297"
"53",543606,"Odorizzi, Jake","1423","3.7","0.000","0.000",,"0.000","0.000","0.000",,"0","53",,,"1928","89.0","87.08","53","53","0","-1.9","6.15","113","159","132","152","290","323","292"
"53",572971,"Keuchel, Dallas","2197","2.4","0.000","0.000",,"0.000","0.000","0.000",,"0","53",,,"1969","83.4","83.34","53","53","0","-0.1","6.05","112","153","122","148","297","316","295"
"53",592767,"Smyly, Drew","1911","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","53",,,"2077","84.0","83.21","53","53","0","-0.8","5.73","107","152","121","147","304","318","286"
"53",663460,"Bubic, Kris","1604","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","53",,,"1840","84.7","85.20","53","53","0","0.5","6.59","106","157","124","144","302","323","303"
"52",613534,"Adams, Austin","772","6.7","0.000","0.000",,"0.000","0.000","0.000",,"0","52",,,"2816","88.2","87.66","52","52","0","-0.5","5.88","121","155","128","148","298","318","305"
"52",607200,"Fedde, Erick","1691","3.1","0.000","0.000",,"0.000","0.000","0.000",,"0","52",,,"2025","87.9","88.68","52","52","0","0.8","6.70","115","157","128","151","301","322","297"
"52",594835,"Gonzales, Marco","1547","3.4","0.000","0.000",,"0.000","0.000","0.000",,"0","52",,,"2205","83.2","83.28","52","52","0","0.1","6.35","109","154","125","147","299","324","292"
"52",664208,"Maton, Phil","899","5.8","0.000","0.000",,"0.000","0.000","0.000",,"0","52",,,"2682","85.5","86.98","52","52","0","1.5","7.14","114","153","127","149","293","318","291"
"52",547973,"Chapman, Aroldis","714","7.3","0.000","0.000",,"0.000","0.000","0.000",,"0","52",,,"2128","94.9","96.47","52","52","0","1.6","7.28","114","154","121","149","301","328","288"
"52",571578,"Corbin, Patrick","2097","2.5","0.000","0.000",,"0.000","0.000","0.000",,"0","52",,,"2189","84.8","85.67","52","52","0","0.9","6.76","109","151","118","147","302","320","289"
"50",605347,"López, Jorge","2042","2.4","0.000","0.000",,"0.000","0.000","0.000",,"0","50",,,"1920","91.2","91.34","50","50","0","0.1","6.37","109","154","123","149","303","321","291"
"49",663465,"Allard, Kolby","1539","3.2","0.000","0.000",,"0.000","0.000","0.000",,"0","49",,,"2095","88.4","88.08","49","49","0","-0.3","6.10","113","157","128","147","302","328","293"
"49",664285,"Valdez, Framber","1443","3.4","0.000","0.000",,"0.000","0.000","0.000",,"0","49",,,"2712","81.7","80.61","49","49","0","-1.1","5.87","110","155","120","149","289","323","293"
"49",643338,"Green, Chad","972","5.0","0.000","0.000",,"0.000","0.000","0.000",,"0","49",,,"2547","92.1","92.48","49","49","0","0.4","6.60","110","160","127","150","297","325","289"
"48",668676,"Plesac, Zach","1551","3.1","0.000","0.000",,"0.000","0.000","0.000",,"0","48",,,"1906","87.8","87.93","48","48","0","0.1","6.20","115","156","133","151","294","322","295"
"47",605288,"Houser, Adrian","1747","2.7","0.000","0.000",,"0.000","0.000","0.000",,"0","47",,,"2076","90.9","91.19","47","47","0","0.3","6.48","108","151","121","149","297","318","293"
"47",445276,"Jansen, Kenley","813","5.8","0.000","0.000",,"0.000","0.000","0.000",,"0","47",,,"2579","92.7","94.30","47","47","0","1.6","7.19","114","158","122","150","299","315","290"
"47",518617,"Diekman, Jake","847","5.5","0.000","0.000",,"0.000","0.000","0.000",,"0","47",,,"2492","90.5","86.22","47","47","0","-4.3","6.36","111","150","128","150","303","327","300"
"46",543243,"Gray, Sonny","1651","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2495","87.7","87.90","46","46","0","0.2","6.51","115","153","126","148","288","314","288"
"46",518774,"Harvey, Matt","2000","2.3","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2298","89.4","88.85","46","46","0","-0.6","6.04","113","152","123","149","293","321","299"
"46",592826,"Velasquez, Vince","1516","3.0","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2257","90.4","90.70","46","46","0","0.3","6.50","111","152","119","147","297","324","290"
"46",552640,"Kittredge, Andrew","799","5.8","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2688","90.1","90.80","46","46","0","0.7","6.65","105","153","120","147","300","317","288"
"46",656629,"Kopech, Michael","826","5.6","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2511","93.1","93.59","46","46","0","0.5","6.55","115","153","125","150","297","318","295"
"46",641778,"Lauer, Eric","1298","3.5","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2260","90.9","90.43","46","46","0","-0.5","5.92","109","153","122","148","301","320","294"
"46",664353,"Urquidy, José","1155","4.0","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"2217","87.0","86.60","46","46","0","-0.4","6.06","113","155","133","152","293","327","295"
"46",676596,"Fleming, Josh","1516","3.0","0.000","0.000",,"0.000","0.000","0.000",,"0","46",,,"1754","87.0","87.16","46","46","0","0.2","6.48","109","153","120","151","300","318","292"
"45",605538,"Wisler, Matt","755","6.0","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2539","82.2","81.49","45","45","0","-0.7","5.88","110","159","125","151","297","320","292"
"45",623149,"Sewald, Paul","700","6.4","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2374","88.6","88.79","45","45","0","0.2","6.44","116","159","126","150","294","320","293"
"45",595014,"Treinen, Blake","787","5.7","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2466","89.1","87.98","45","45","0","-1.1","5.59","113","155","125","149","299","316","292"
"45",650644,"Civale, Aaron","1459","3.1","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2384","86.8","86.20","45","45","0","-0.6","5.74","116","154","132","151","294","324","297"
"45",543507,"May, Trevor","819","5.5","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2298","94.6","95.71","45","45","0","1.1","7.00","117","150","120","148","300","324","298"
"45",605164,"Bundy, Dylan","1478","3.0","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2375","85.5","85.07","45","45","0","-0.4","5.95","116","157","125","149","307","325","297"
"45",543521,"McHugh, Collin","733","6.1","0.000","0.000",,"0.000","0.000","0.000",,"0","45",,,"2684","82.1","82.33","45","45","0","0.2","6.64","109","154","123","149","297","316","291"
"44",547942,"Kim, Kwang Hyun","1512","2.9","0.000","0.000",,"0.000","0.000","0.000",,"0","44",,,"2111","83.3","84.22","44","44","0","0.9","6.74","118","157","125","148","298","316","293"
"44",453562,"Arrieta, Jake","1594","2.8","0.000","0.000",,"0.000","0.000","0.000",,"0","44",,,"2304","86.6","85.98","44","44","0","-0.6","5.85","113","152","121","149","296","322","295"
"44",641927,"Ober, Bailey","1028","4.3","0.000","0.000",,"0.000","0.000","0.000",,"0","44",,,"2193","89.1","91.10","44","44","0","2.0","7.38","110","160","125","150","298","328","291"
"44",676477,"Whitlock, Garrett","923","4.8","0.000","0.000",,"0.000","0.000","0.000",,"0","44",,,"2048","90.4","89.73","44","44","0","-0.7","7.26","110","156","129","149","297","326","295"
"44",656731,"Megill, Tylor","974","4.5","0.000","0.000",,"0.000","0.000","0.000",,"0","44",,,"2026","90.6","92.21","44","44","0","1.6","7.19","113","156","123","150","301","326","295"
"44",502171,"Cobb, Alex","1321","3.3","0.000","0.000",,"0.000","0.000","0.000",,"0","44",,,"1813","89.4","88.63","44","44","0","-0.8","5.82","116","157","128","149","305","324","297"
"43",642121,"Sulser, Cole","819","5.3","0.000","0.000",,"0.000","0.000","0.000",,"0","43",,,"1863","87.5","88.15","43","43","0","0.7","6.72","108","153","127","148","296","322","297"
"43",453268,"Bard, Daniel","916","4.7","0.000","0.000",,"0.000","0.000","0.000",,"0","43",,,"2886","91.0","89.20","43","43","0","-1.8","6.16","110","148","124","145","299","330","301"
"43",607481,"Bummer, Aaron","759","5.7","0.000","0.000",,"0.000","0.000","0.000",,"0","43",,,"2452","84.8","84.23","43","43","0","-0.6","6.02","114","149","118","147","296","317","293"
"43",656288,"Canning, Griffin","1080","4.0","0.000","0.000",,"0.000","0.000","0.000",,"0","43",,,"2415","89.8","88.92","43","43","0","-0.9","5.80","116","160","128","152","300","321","299"
