"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1",501593,"Avilán, Luis","108","0.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2088","85.6","85.30","1","1","0","-0.3","5.90","110","155","125","151","295","303","270"
"1",667465,"Fletcher, Aaron","86","1.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1862","79.3","78.40","1","1","0","-0.9","5.80","87","144","107","140","312","332","293"
"1",506702,"León, Sandy","52","1.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2010","82.8","80.50","1","1","0","-2.3","4.20","123","151","126","155","320","330","303"
"1",630105,"Cronenworth, Jake","7","14.3","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2081","89.3","87.90","1","1","0","-1.4","5.60","118","148","120","148","300","319","311"
"1",571666,"Fiers, Mike","152","0.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1831","80.4","79.40","1","1","0","-1.0","5.30","125","149","149","154","293","326","305"
"1",661440,"Llovera, Mauricio","145","0.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2414","81.8","81.50","1","1","0","-0.3","6.30","100","153","114","148","302","328","275"
"1",491703,"Feliz, Neftalí","34","2.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2573","96.9","96.90","1","1","0","0.0","6.20","109","145","114","136","300","323","297"
"1",543456,"Lobstein, Kyle","34","2.9","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2017","92.9","92.60","1","1","0","-0.3","5.80","111","155","121","150","313","335","295"
"1",624418,"Castellani, Ryan","65","1.5","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2225","88.3","89.20","1","1","0","0.9","6.60","88","151","116","139","306","335","307"
"1",519203,"Rizzo, Anthony","15","6.7","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1892","61.4","61.30","1","1","0","-0.1","6.00","124","144","154","150","311","330","320"
"1",572020,"Paxton, James","24","4.2","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2251","95.4","95.60","1","1","0","0.2","6.40","108","156","121","146","294","313","293"
"1",665155,"Maton, Nick","4","25.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1993","83.3","81.20","1","1","0","-2.1","4.70","117","149","115","142","297","313","257"
"1",607468,"Blandino, Alex","72","1.4","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2074","89.6","89.50","1","1","0","-0.1","6.10","112","149","123","138","305","328","293"
"1",656725,"McRae, Alex","49","2.0","0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2145","92.2","92.80","1","1","0","0.6","6.60","118","132","137","137","306","321","294"
